created_at,author_id,geo,text
2022-05-26 00:04:31+00:00,1349149096909668363,,"I’ve gotten to know George Floyd’s family over the years and I promised them that his name will not just become a hashtag. Today, I signed an Executive Order to deliver on that promise and enact the most significant police reform in decades.
 
Here’s what it will do:"
2022-05-25 20:56:09+00:00,1349149096909668363,,"I just signed an Executive Order that delivers the most significant police reform in decades. It will increase accountability, ban chokeholds, restrict no-knock entries, and more for federal law enforcement officers — and it incentivizes state and local officers to do the same."
2022-05-25 20:14:04+00:00,1349149096909668363,,"Tune in as I sign a historic Executive Order to advance effective, accountable policing and strengthen public safety. https://t.co/x2AacCz8LX"
2022-05-25 18:24:29+00:00,1349149096909668363,,"I’ve called on Congress to pass the George Floyd Justice in Policing Act, but Senate Republicans have stood in the way of progress. That’s why this afternoon, I’m taking action and signing an Executive Order that delivers the most significant police reform in decades."
2022-05-25 16:32:29+00:00,1349149096909668363,,"It’s just sick that gun manufacturers have spent two decades aggressively marketing assault weapons which make them some of the biggest profits. 

For God’s sake, let’s have the courage to stand up to the industry."
2022-05-25 15:18:45+00:00,1349149096909668363,,"The idea that an 18-year-old can walk into a store and buy assault weapons is just wrong.

What in God’s name do you need an assault weapon for except to kill someone?"
2022-05-25 14:06:41+00:00,1349149096909668363,,"We know common sense gun laws can’t and won’t prevent every tragedy. But we know they work and have a positive impact.

When we passed the assault weapons ban — mass shootings went down.

When the law expired — mass shootings tripled."
2022-05-25 02:44:51+00:00,1349149096909668363,,"For every parent, for every citizen, we have to make it clear to every elected official: It’s time for action.

We can do more. We must do more. https://t.co/VDe0Wc7YT8"
2022-05-25 01:30:00+00:00,1349149096909668363,,"As a nation we must ask: When in God’s name will we stand up to the gun lobby?

When in God’s name will we do what needs to be done?

I’m sick and tired of it. We have to act."
2022-05-25 01:15:01+00:00,1349149096909668363,,"Tonight, there are parents who will never see their child again. Parents who will never be the same.

To lose a child is to have a piece of your soul ripped away forever. 

I ask the nation to pray for them — to give them strength in the darkness."
2022-05-25 00:58:28+00:00,1349149096909668363,,"These kinds of mass shootings rarely happen elsewhere in the world.

Why are we willing to live with this carnage? Why do we keep letting this happen? Where in God’s name is our backbone to have the courage to deal with it? 

It’s time to turn this pain into action."
2022-05-25 00:41:30+00:00,1349149096909668363,,"I’m addressing the nation on the horrific elementary school shooting in Uvalde, Texas. https://t.co/8WI1nWHu6R"
2022-05-24 01:00:16+00:00,1349149096909668363,,The future of the 21st century economy is going to be largely written in the Indo-Pacific. That’s why we launched the Indo-Pacific Economic Framework for Prosperity to help all of our countries’ economies grow faster and fairer. https://t.co/Bihpfumlt1
2022-05-24 00:30:04+00:00,1349149096909668363,,"Yesterday in Tokyo, we launched the Indo-Pacific Economic Framework for Prosperity to create a stronger, fairer, more resilient economy for families, workers, and businesses in the United States and in the Indo-Pacific region. https://t.co/O3Q3vq30Pd"
2022-05-24 00:10:17+00:00,1349149096909668363,,"Yesterday was a great day of meetings with Emperor Naruhito and Prime Minister Kishida. The United States and Japan are demonstrating the strength of democracies in action, and we’re working together to create opportunity and prosperity throughout the Indo-Pacific. https://t.co/n80DfgBITo"
2022-05-23 23:35:07+00:00,1349149096909668363,,Thank you to Prime Minister Kishida and Mrs. Kishida for the warm welcome to Japan and for hosting yesterday’s tea ceremony and dinner. https://t.co/lOw1POwZcw
2022-05-23 23:16:52+00:00,1349149096909668363,,"Yesterday, I met with family members of Japanese citizens who were abducted by North Korea several decades ago. Their stories were heartbreaking, and I call on North Korea to right this historic wrong and provide a full accounting of the 12 Japanese nationals who remain missing. https://t.co/MzrcQMAOTq"
2022-05-23 22:27:03+00:00,1349149096909668363,,"The U.S.-Japan alliance is the cornerstone of peace and stability in the Indo-Pacific region — and our relationship is stronger than ever before. I met with Prime Minister Kishida to deepen our cooperation on security, emerging technologies, clean energy, and more. https://t.co/obC08hiCnO"
2022-05-23 21:53:45+00:00,1349149096909668363,,It was an honor to meet with Emperor Naruhito yesterday at the Imperial Palace in Tokyo. The strong relationship between our two nations is anchored by our people-to-people ties and I look forward to building on that foundation during my time here in Japan. https://t.co/JXdkzwBkjs
2022-05-23 03:05:01+00:00,1349149096909668363,,"My administration will always fight for equal pay – and while we still have more work to do, I’m glad equal pay is now a reality for the @USWNT. https://t.co/FIOVqlo3mu"
2022-05-23 02:15:02+00:00,1349149096909668363,,I had a very productive three days in the Republic of Korea. Looking forward to what we will accomplish in Tokyo next. https://t.co/SJPM28Xcrn
2022-05-23 01:16:10+00:00,1349149096909668363,,I will continue to identify additional opportunities to invoke the DPA and further increase infant formula production to maximum capacity.
2022-05-23 01:16:09+00:00,1349149096909668363,,"Abbott can now receive priority orders of raw materials so they can quickly increase production by over one third where it stands today.
 
Reckitt can now receive priority orders of consumables like filters which will allow their facilities to operate at maximum capacity."
2022-05-23 01:16:09+00:00,1349149096909668363,,"This evening, I announced our first two Defense Production Act authorizations for infant formula for Abbott Nutrition and Reckitt. This allows the two infant formula manufacturers to add legally binding language to their orders with suppliers that will give them priority."
