created_at,text
2022-06-29 22:40:18+00:00,The left claim that 65% of Americans favor abortion. If so then add an amendment to the constitution for federal wide abortion!!!  
2022-06-29 18:20:38+00:00,",  , consolidating my response to y'all below. I gotta get back to work. Y'all go look up the reasons for abortion by percentage, then get back to me.  "
2022-06-29 18:15:24+00:00,"Photos Abortion Protests Texas   
 "
2022-06-29 16:56:33+00:00,"SCOTUS ACTIVELY oppose rights with a Ct weaponized TAKEBACK AGENDA of personal Rts they morally disagree.
This is new for America.
1st step to theocracy.
Same weekt they outlaw abortion- they bend for NRA, strike public ed.
Doesn't matter that 70% disagree.

"
2022-06-29 15:58:13+00:00,"Oh NOW y'all abortionists acknowledge there have BEEN tons of anti-abortion centers out there full of folks putting our mouths where our rhetoric is RE: prenatal/postpartum care for moms/babies. After y'all said we didn't care. Now y'all wanna ""crack down"" on folks doing that.  "
2022-06-29 15:39:17+00:00,"hypocrite|\hi-p-krit\
1:a person who puts on a false appearance ofvirtueor religion
2:a person who acts in contradiction to his or her stated beliefs or feelings.
Hypocrite=MAGA women who refused mask mandate or Covid mandate but are OK with abortion mandate."
2022-06-29 15:14:24+00:00,Abortion is not birth control. Be responsible. Take preventative steps.   
2022-06-29 15:08:05+00:00," An important note about France is that the national health system pays for the abortion. Most surveys show that in the US, getting the money together and jumping through various legal barriers is a major cause of delay in getting an abortion."
2022-06-29 14:10:27+00:00,    Banning abortion doesn't allow rape as it always have accured unfortunately. Rape accounts for 2% of abortions so why allow murder for 2%?
2022-06-29 14:01:59+00:00,Pelosi receives Communion in Vatican despite abortion stance  via 
2022-06-29 05:16:04+00:00,"        Incorrect. It was a right for 49 years. People lived their entire lives with the recognized, enforceable right to obtain an abortion. Go read Dobbs. Deal with the facts."
2022-06-29 04:45:24+00:00,"        I am not arguing they were infallible, I am accurately pointing out I had a recognized, enforceable right to an abortion for 49 years. I have fewer rights today that last week."
2022-06-29 00:52:43+00:00,"It doesnt matter why or what the circumstances, if a woman wants to have an abortion, let her have an abortion. I fail to understand why this is up for debate."
2022-06-28 23:35:25+00:00,   Ever notice how the loudest voices against abortion are the same ones who whine about their tax money helping to take care of someone else's kid? 
2022-06-28 22:52:59+00:00,"   Mississippi was the only state to consider it and,rejected it out of its shear absurdity. You are the one lying,you will be the one that gets women hurt. Hospitals don't even code it as abortion and,some women won't know that because, some idiot online lied about it being illegal"
2022-06-28 20:57:54+00:00, Hey go to planned parenthood and walk-in saying youre a woman and you want an abortion. See how they react
2022-06-28 20:32:26+00:00,  The fact is the Tx law against abortion in 1973 is automatically in effect again . So read a book
2022-06-28 20:07:35+00:00,  Incorrect. Last week I had the right to go to federal court to request a legally enforceable order to protect my recognized Constitutional right to an abortion. I can't do that today. You need to deal with the facts.
2022-06-28 20:06:25+00:00,"        Chris, last week I had the right to go to federal court to request a legally enforceable order to protect my recognized Constitutional right to an abortion. I can't do that today. You need to deal with the facts."
2022-06-28 19:30:07+00:00,"

RIO DE JANEIRO  Last November, Xaiana, a 23-year-old college student in northern Brazil, began exchanging text messages with a drug dealer in the south of the..."
2022-06-28 16:50:23+00:00,"I think a lot of caution is in order with this early polling. The interesting think will be to see if it holds for a couple weeks when abortion is out of the headlines, or how it moves if we see populous Republican-controlled states like Ohio and Texas take drastic steps. "
2022-06-28 15:50:38+00:00,   She's just frustrated over how hard it is to make an abortion look like a suicide.
2022-06-28 15:46:48+00:00," It's not a nationwide ban on abortion, you absolute fucking lawn flamingo. Have you ever once had a take that wasn't complete dogshit?"
