created_at,text
2022-07-05 19:25:38+00:00,"   Think about this for a moment, please.

Most women do not use abortion as casual birth control. Are there exceptions to that? Of course. 

Do you really want these hypothetical irresponsible women who get abortions frequently and as their first line of defense to be mothers?"
2022-07-05 17:50:03+00:00, You said this morning that abortion should be the biggest issue Republicans would worry about this election. You are half right. What the media will do to make is to find our off the statement by one republican and pin it to all republican.
2022-07-05 13:05:21+00:00,"In a moving and vulnerable personal essay,  shares his own experience with abortion and reckons with the responsibility men must take in a post-Roe U.S. "
2022-07-04 23:37:02+00:00, Secular Talk with Kyle Kulinski-  SHOCKING: A 10 yr Old RAPE Victim DENIED Abortion In Ohio.
2022-07-04 22:39:34+00:00,Abortion rights activists jumped into the parade right in front of the Independence Visitor Center at the start of the marchers. They were quickly escorted off the route by police. 
2022-07-04 22:00:01+00:00,"Attention to everyone that lives in PA!! 

The PA state senate is trying to add an amendment to our state constitution that outlaws abortion!! They're trying to sneak this in under our noses!

Contact your state representatives and tell them to vote no on PA Senate bill 956!! /1"
2022-07-04 20:21:59+00:00,"This July 4th, the so-called birthplace of independence was the sight of courageous  disruption and mass protest demanding Legal Abortion Nationwide Now!    "
2022-07-04 15:43:20+00:00,"Im attending Womens Marchs event, Defend Abortion Rights Online - Digital Defenders Training  sign up now to join me!  "
2022-07-04 15:07:32+00:00,"Im attending Womens Marchs event, Defend Abortion Rights Online - Digital Defenders Training  sign up now to join me!  "
2022-07-04 05:55:52+00:00,"Trump-endorsed GOP nominee for Michigan Sec of State said ""demonic possession"" is real &amp; happens via ""intimate relationships

She says abortion is satanic practice

This batshit crazy Christian whack job would oversee the presidential election in MI

Holy forking shirtballs"
2022-07-04 02:56:29+00:00," The hardline 'abortion on demand all 9 months' position enabled antiabortion forces, who'd have much less traction with more moderate polices. Abortion on demand in the 1st trimester, abortion forbidden in the 3rd would be the a good workable compromise. Unsure about the 2nd."
2022-07-04 00:18:57+00:00,"  Words do matter, and the descriptive  ""pro"" or ""anti"" prefix to ""choice"", is utilitarian use and fairly represents the bottom line. Contrast with the  misrepresentation caused when ""pro"" is affixed  to the word ""abortion""."
2022-07-03 20:37:59+00:00,"There is no hate like Republican Christian love

My heart aches and I am filled with rage

Anyone who still identifies as a Christian should resoundingly renounce these cruel abortion laws

You dont need a church to keep your faith "
2022-07-03 19:17:09+00:00,"Kristi Noem is angling for the presidency herself

Abortion wasnt really an issue until religious wackos like Jerry Falwell realized segregation wasnt enough to hold the Republican evangelical coalition together

Racism wasnt sufficient. So they added religion-driven misogyny "
2022-07-03 16:56:23+00:00,. do better. Look at  trackrecord as  and his radical right decisions.  He isn't who you think he is and is quickly threatening to impose an abortion ban after 15 weeks in a decidedly prochoice state while subverting transportation &amp;education 
2022-07-03 16:54:28+00:00,"Some Americans are offering to help others travel out of state for an abortion. But in a post-Roe era, experts urge caution
"
2022-07-03 14:46:44+00:00,Protests for women's liberty and reproductive freedom will fill Philadelphia on the Fourth of July:  via 
2022-07-03 06:15:11+00:00,"A 10 yr old rape victim was denied an abortion in Ohio

Republican OH Rep said he fully supports the abortion ban &amp; that its great

Pray tell: Whats so great about forcing birth on a 10 yr old pedophile rape victim?

Whats so great about condemning her to lifelong trauma?"
2022-07-03 05:26:55+00:00,"Criminally indicted Texas Attorney General Ken Paxton is fining companies more than $100,000 for each employee they help to get an out-of-state abortion

How much is he fining the gunmakers behind the Uvalde, El Paso, Sutherland Springs &amp; other massacres?

Nothing. Zilch. ZERO."
2022-07-03 04:40:28+00:00,"South Carolina GOP officials are demanding that abortion clinics inform POLICE about women who were impregnated by rape/incest &amp; trying to get an abortion 

The party of limited govt is now snooping around our vaginas &amp; deepening victims trauma

You religious fiends are psycho"
2022-07-03 01:44:42+00:00,"libertarians on governments regulating abortion: 
libertarians 10 seconds later: "
2022-07-02 21:36:59+00:00,"Years of blood and pain and misery from near-perilous and unwanted pregnancies, then the euphoria of chosen motherhood.

This article genuinely brought tears to my eyes 

"
2022-07-02 21:34:12+00:00,"10-yr-olds in Uvalde were decapitated in GOP Texas

A 10-yr-old rape victim was denied an abortion in GOP Ohio

Millions of kids across America have plunged into poverty cuz the GOP refused to renew the child tax credit

The party of God doesnt give a shit about your kids"
2022-07-02 20:07:53+00:00,"Google will automatically delete records of abortion clinic visits
"
2022-07-02 18:13:53+00:00,An Ohio 10-year-old crossed state lines for abortion care in Indiana. She isn't alone 
2022-07-02 18:12:09+00:00," is a idiot!
Biden predicts states will try to arrest women who travel for abortions "
2022-07-02 16:13:58+00:00, Your comments about rape and abortion were sickening and ignorant.
2022-07-02 16:12:11+00:00, Yes to all of this. Especially how different he is on abortion than Casey etc. we need him to win.
2022-07-02 15:59:50+00:00, Two days ago Dems were downplaying Biden's negotiations with McConnell to get an anti-abortion judge a lifetime seat on the bench. And once it turned out to be true they moved goalposts. This is hurting us.
2022-07-02 13:48:33+00:00,"  Ill just add that if folks are genuinely interested in reducing abortions, they should work to ensure better access to and awareness of contraceptives. Abortion rates are at their lowest and researchers believe that greater availability and awareness of contraceptives is"
2022-07-02 06:45:57+00:00,"And a bonus F you to the evangelicals &amp; Catholics who consider pregnancy by rape or incest an opportunity

Im absolutely mortified that I spent my entire childhood in church being indoctrinated &amp; being told I was too loud and headstrong

I shouldve known "
2022-07-02 06:39:56+00:00,"A 10-year-old Ohio girl was raped

She was barred from getting an abortion cuz the ban starts at 6 weeks

She was 6 weeks &amp; 3 DAYS pregnant

These ChristoFascists showed her no mercy, forcing her out of state

F you &amp; the cruel religion that makes you inflict this hell on kids"
2022-07-02 05:37:27+00:00," You should be disgusted with yourselves.  Planned parenthood my ass. What a name to have when ur nothing to do with being a parent.  Abortion is not birth control, maybe if u helped these women in the first place, they wouldn't need abortions."
2022-07-02 02:26:55+00:00,"Not uniformly, but ""Maternal poverty levels are higher in trigger law states"" here:  
To read it on the web, tap here: "
2022-07-02 02:14:04+00:00,"Our worst case scenario, our most deranged nightmare is now reality in America

Courtesy of the 6 Archbishops on the Supreme Court and the evangelical Christians and Catholics who have a prurient interest in our snatch "
2022-07-02 02:10:42+00:00,"Republican Ohio just told a 10-yr-old rape victim that she couldnt get an abortion and that her rape was an opportunity

This is Christianity gone berserk

Cruel, vicious and abusive

If your God makes you do shit like this, you are one demented ghoul"
